vorfall,id,wochentag,dauer,kategorie,jahr,monat,datum,linie,vorfall_text,stoerungsart,meldung,start,ende,linienbezeichnung
Verkehrsunfall,28,Samstag,28,verylow,2014,12,27.12.14,17,Verkehrsunfall,Stoerung,Auf der Linie 17 ist wegen eines Verkehrsunfalls auf der Strecke zwischen Saegestrasse und Koeniz Weiermatt mit Kursausfaellen zu rechnen. Dauer: bis 27.12.2014 ca. 10:09 Uhr.,27.12.14 09:10,27.12.14 09:37,Bern Bahnhof - Köniz Weiermatt
Schneefall_Eis,29,Samstag,26,verylow,2014,12,27.12.14,12,Schneefall oder Eis,Stoerung,Auf der Linie 12 ist wegen Schneefalls auf der Strecke zwischen Bern Bahnhof und Zentrum Paul Klee mit Kursausfaellen zu rechnen. Dauer: bis 27.12.2014 ca. 10:43 Uhr.,27.12.14 09:43,27.12.14 10:08,Längasse - Zentrum Paul Klee
Schneefall_Eis,30,Samstag,26,verylow,2014,12,27.12.14,12,Schneefall oder Eis,Stoerung,Auf der Linie 12 ist wegen Schneefalls auf der Strecke zwischen Bern Bahnhof und Zentrum Paul Klee mit Kursausfaellen zu rechnen. Dauer: bis 27.12.2014 ca. 10:43 Uhr.,27.12.14 09:43,27.12.14 10:08,Längasse - Zentrum Paul Klee
Schneefall_Eis,31,Samstag,123,medium,2014,12,27.12.14,10,Schneefall oder Eis,Stoerung,Auf den Linien 10 12 und 19 ist wegen Schneefalls mit unregelmaessigem Betrieb zu rechnen. Dauer: bis 27.12.2014 ca. 11:45 Uhr.,27.12.14 08:49,27.12.14 10:51,Köniz Schliern - Ostermundigen Rüti
Schneefall_Eis,32,Samstag,123,medium,2014,12,27.12.14,12,Schneefall oder Eis,Stoerung,Auf den Linien 10 12 und 19 ist wegen Schneefalls mit unregelmaessigem Betrieb zu rechnen. Dauer: bis 27.12.2014 ca. 11:45 Uhr.,27.12.14 08:49,27.12.14 10:51,Längasse - Zentrum Paul Klee
Schneefall_Eis,33,Samstag,123,medium,2014,12,27.12.14,19,Schneefall oder Eis,Stoerung,Auf den Linien 10 12 und 19 ist wegen Schneefalls mit unregelmaessigem Betrieb zu rechnen. Dauer: bis 27.12.2014 ca. 11:45 Uhr.,27.12.14 08:49,27.12.14 10:51,Blinzern - Elfenau
Schneefall_Eis,34,Samstag,123,medium,2014,12,27.12.14,12,Schneefall oder Eis,Stoerung,Auf den Linien 10 12 und 19 ist wegen Schneefalls mit unregelmaessigem Betrieb zu rechnen. Dauer: bis 27.12.2014 ca. 11:45 Uhr.,27.12.14 08:49,27.12.14 10:51,Längasse - Zentrum Paul Klee
Schneefall_Eis,35,Sonntag,76,low,2014,12,28.12.14,20,Schneefall oder Eis,Geplante Stoerung,28.12.2014 16:22 Uhr: Auf der Linie 20 ist wegen Schneefalls mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,28.12.14 16:22,28.12.14 17:37,Bern Bahnhof - Wankdorf Bahnhof
Schneefall_Eis,36,Sonntag,76,low,2014,12,28.12.14,20,Schneefall oder Eis,Geplante Stoerung,28.12.2014 16:22 Uhr: Auf der Linie 20 ist wegen Schneefalls mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,28.12.14 16:22,28.12.14 17:37,Bern Bahnhof - Wankdorf Bahnhof
Fahrzeugpanne,37,Montag,66,low,2014,12,29.12.14,160,Fahrzeugpanne,Stoerung,Auf der Linie 160 faellt wegen einer Fahrzeugpanne der Kurs um 06:27 Uhr ab Konolfingen Dorf Richtung Muensingen Bahnhof aus. Die naechste Abfahrt erfolgt um 06:59 Uhr.  ,29.12.14 06:23,29.12.14 07:28,Konolfingen - Belp
Schneefall_Eis,38,Montag,97,low,2014,12,29.12.14,10,Schneefall oder Eis,Stoerung,Auf den Linien 10 19 und 20 ist wegen Schneefalls mit Verspaetungen zu rechnen. Dauer: bis 29.12.2014 ca. 18:00 Uhr.,29.12.14 15:45,29.12.14 17:21,Köniz Schliern - Ostermundigen Rüti
Schneefall_Eis,39,Montag,97,low,2014,12,29.12.14,19,Schneefall oder Eis,Stoerung,Auf den Linien 10 19 und 20 ist wegen Schneefalls mit Verspaetungen zu rechnen. Dauer: bis 29.12.2014 ca. 18:00 Uhr.,29.12.14 15:45,29.12.14 17:21,Blinzern - Elfenau
Schneefall_Eis,40,Montag,97,low,2014,12,29.12.14,20,Schneefall oder Eis,Stoerung,Auf den Linien 10 19 und 20 ist wegen Schneefalls mit Verspaetungen zu rechnen. Dauer: bis 29.12.2014 ca. 18:00 Uhr.,29.12.14 15:45,29.12.14 17:21,Bern Bahnhof - Wankdorf Bahnhof
Schneefall_Eis,41,Montag,97,low,2014,12,29.12.14,20,Schneefall oder Eis,Stoerung,Auf den Linien 10 19 und 20 ist wegen Schneefalls mit Verspaetungen zu rechnen. Dauer: bis 29.12.2014 ca. 18:00 Uhr.,29.12.14 15:45,29.12.14 17:21,Bern Bahnhof - Wankdorf Bahnhof
Betriebsstoerung,42,Montag,32,low,2014,12,29.12.14,160,Betriebsstoerung,Stoerung,Auf der Linie 160 faellt wegen einer Betriebsstoerung der Kurs um 16:39 Uhr ab Konolfingen Bahnhof Richtung Muensingen Bahnhof aus. Die naechste Abfahrt erfolgt um 17:09 Uhr.  ,29.12.14 16:46,29.12.14 17:18,Konolfingen - Belp
Schneefall_Eis,43,Montag,194,medium,2014,12,29.12.14,20,Schneefall oder Eis,Stoerung,Auf der Linie 20 ist wegen Schneefalls mit Verspaetungen zu rechnen. Dauer: bis 29.12.2014 ca. 19:00 Uhr.,29.12.14 15:45,29.12.14 18:58,Bern Bahnhof - Wankdorf Bahnhof
Schneefall_Eis,44,Montag,194,medium,2014,12,29.12.14,20,Schneefall oder Eis,Stoerung,Auf der Linie 20 ist wegen Schneefalls mit Verspaetungen zu rechnen. Dauer: bis 29.12.2014 ca. 19:00 Uhr.,29.12.14 15:45,29.12.14 18:58,Bern Bahnhof - Wankdorf Bahnhof
Fahrzeugpanne,45,Dienstag,15,verylow,2014,12,30.12.14,160,Fahrzeugpanne,Stoerung,Auf der Linie 160 faellt wegen einer Fahrzeugpanne der Kurs um 18:02 Uhr ab Rubigen Bahnhof Richtung Bern Flughafen aus.,30.12.14 18:06,30.12.14 18:20,Konolfingen - Belp
Schneefall_Eis,46,Dienstag,22,verylow,2014,12,30.12.14,20,Schneefall oder Eis,Geplante Stoerung,30.12.2014 18:00 Uhr: Auf der Linie 20 ist wegen Schneefalls mit Verspaetungen zu rechnen. Dauer: ca. 1h.,30.12.14 18:18,30.12.14 18:40,Bern Bahnhof - Wankdorf Bahnhof
Schneefall_Eis,47,Dienstag,22,verylow,2014,12,30.12.14,20,Schneefall oder Eis,Geplante Stoerung,30.12.2014 18:00 Uhr: Auf der Linie 20 ist wegen Schneefalls mit Verspaetungen zu rechnen. Dauer: ca. 1h.,30.12.14 18:18,30.12.14 18:40,Bern Bahnhof - Wankdorf Bahnhof
Schneefall_Eis,48,Freitag,20,verylow,2015,1,02.01.15,19,Schneefall oder Eis,Geplante Stoerung,02.01.2015 18:30 Uhr: Auf der Linie 19 ist wegen Glatteis auf der Strecke zwischen Spiegel und Gurten-Gartenstadt mit Kursausfaellen zu rechnen. Dauer: unbestimmt.,02.01.15 18:31,02.01.15 18:51,Blinzern - Elfenau
Kundgebung_oder_Veranstaltung,49,Samstag,37,low,2015,1,03.01.15,9,Kundgebung oder Veranstaltung,Geplante Stoerung,03.01.2015 18:56 Uhr: Auf der Linie 9 ist wegen einer Veranstaltung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,03.01.15 18:57,03.01.15 19:33,Wabern - Wankdorf Bahnhof
Verkehrsueberlastung,50,Dienstag,79,low,2015,1,06.01.15,6,Verkehrsueberlastung,Geplante Stoerung,06.01.2015 07:39 Uhr: Auf den Linien 6 und 8 ist wegen Verkehrueberlastung mit Verspaetungen zu rechnen. Dauer: ca. 2h.,06.01.15 07:39,06.01.15 08:58,Fischermätteli - Worb Dorf
Verkehrsueberlastung,51,Dienstag,79,low,2015,1,06.01.15,8,Verkehrsueberlastung,Geplante Stoerung,06.01.2015 07:39 Uhr: Auf den Linien 6 und 8 ist wegen Verkehrueberlastung mit Verspaetungen zu rechnen. Dauer: ca. 2h.,06.01.15 07:39,06.01.15 08:58,Brünnen Westside Bahnhof - Saali
Verkehrsueberlastung,52,Dienstag,90,low,2015,1,06.01.15,8,Verkehrsueberlastung,Geplante Stoerung,06.01.2015 07:39 Uhr: Auf der Linie 8 ist wegen Verkehrueberlastung mit Verspaetungen zu rechnen. Dauer: ca. 2h.,06.01.15 07:39,06.01.15 09:08,Brünnen Westside Bahnhof - Saali
Kundgebung_oder_Veranstaltung,53,Mittwoch,302,medium,2015,1,14.01.15,10,Kundgebung oder Veranstaltung,Stoerung,Die Linien 10 und 19 werden infolge einer Veranstaltung stadtauswaerts durch die Spital-/Marktgasse umgeleitet.,14.01.15 12:58,14.01.15 18:00,Köniz Schliern - Ostermundigen Rüti
Kundgebung_oder_Veranstaltung,54,Mittwoch,302,medium,2015,1,14.01.15,19,Kundgebung oder Veranstaltung,Stoerung,Die Linien 10 und 19 werden infolge einer Veranstaltung stadtauswaerts durch die Spital-/Marktgasse umgeleitet.,14.01.15 12:58,14.01.15 18:00,Blinzern - Elfenau
Fahrzeugpanne,55,Samstag,40,low,2015,1,10.01.15,9,Fahrzeugpanne,Geplante Stoerung,10.01.2015 10:52 Uhr: Auf der Linie 9 ist wegen einer Fahrzeugpanne mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 30 Min.,10.01.15 10:53,10.01.15 11:33,Wabern - Wankdorf Bahnhof
Fahrzeugpanne,56,Samstag,54,low,2015,1,10.01.15,7,Fahrzeugpanne,Geplante Stoerung,10.01.2015 12:04 Uhr: Auf der Linie 7 ist wegen einer Fahrzeugpanne mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 45 Min.,10.01.15 12:04,10.01.15 12:57,Bümpliz - Ostring
Fahrzeugpanne,57,Dienstag,51,low,2015,1,13.01.15,6,Fahrzeugpanne,Stoerung,Auf den Linien 6 7 und 8 ist wegen einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen.,13.01.15 17:17,13.01.15 18:07,Fischermätteli - Worb Dorf
Fahrzeugpanne,58,Dienstag,51,low,2015,1,13.01.15,7,Fahrzeugpanne,Stoerung,Auf den Linien 6 7 und 8 ist wegen einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen.,13.01.15 17:17,13.01.15 18:07,Bümpliz - Ostring
Fahrzeugpanne,59,Dienstag,51,low,2015,1,13.01.15,8,Fahrzeugpanne,Stoerung,Auf den Linien 6 7 und 8 ist wegen einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen.,13.01.15 17:17,13.01.15 18:07,Brünnen Westside Bahnhof - Saali
Polizei_Feuerwehr_Sanitaet,60,Mittwoch,10,verylow,2015,1,14.01.15,10,Polizei und Rettung,Geplante Stoerung,14.01.2015 22:46 Uhr: Auf der Linie 10 ist wegen eines Feuerwehreinsatzes die Strecke zwischen Wegmuehlegaessli und Oberfeld nicht bedient. Dauer: unbestimmt.,14.01.15 22:47,14.01.15 22:56,Köniz Schliern - Ostermundigen Rüti
Verkehrsunfall,61,Donnerstag,14,verylow,2015,1,15.01.15,19,Verkehrsunfall,Stoerung,Die Unfallstelle am Thunplatz ist geraeumt es kann jedoch noch zu Verspaetungen auf der Linie 19 und 28 kommen,15.01.15 12:42,15.01.15 12:56,Blinzern - Elfenau
Verkehrsunfall,62,Donnerstag,21,verylow,2015,1,15.01.15,19,Verkehrsunfall,Stoerung,Die Unfallstelle am Thunplatz ist geraeumt es kann jedoch noch zu Verspaetungen auf der Linie 19 und 28 kommen,15.01.15 12:36,15.01.15 12:56,Blinzern - Elfenau
Fahrzeugpanne,63,Donnerstag,74,low,2015,1,15.01.15,20,Fahrzeugpanne,Geplante Stoerung,15.01.2015 17:33 Uhr: Auf der Linie 20 ist wegen einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,15.01.15 17:33,15.01.15 18:46,Bern Bahnhof - Wankdorf Bahnhof
Fahrzeugpanne,64,Donnerstag,74,low,2015,1,15.01.15,20,Fahrzeugpanne,Geplante Stoerung,15.01.2015 17:33 Uhr: Auf der Linie 20 ist wegen einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,15.01.15 17:33,15.01.15 18:46,Bern Bahnhof - Wankdorf Bahnhof
Fahrzeugpanne,65,Dienstag,55,low,2015,1,20.01.15,7,Fahrzeugpanne,Geplante Stoerung,20.01.2015 21:30 Uhr: Auf den Linien 7 und 8 ist infolge einer Fahrzeugpanne auf der Strecke zwischen Bern Bahnhof und Buempliz Unterfuehrung mit Verspaetungen und Kursausfaellen zu rechnen. Dauer: unbestimmt.,20.01.15 21:31,20.01.15 22:26,Bümpliz - Ostring
Fahrzeugpanne,66,Dienstag,55,low,2015,1,20.01.15,8,Fahrzeugpanne,Geplante Stoerung,20.01.2015 21:30 Uhr: Auf den Linien 7 und 8 ist infolge einer Fahrzeugpanne auf der Strecke zwischen Bern Bahnhof und Buempliz Unterfuehrung mit Verspaetungen und Kursausfaellen zu rechnen. Dauer: unbestimmt.,20.01.15 21:31,20.01.15 22:26,Brünnen Westside Bahnhof - Saali
Fahrzeugpanne,67,Mittwoch,8,verylow,2015,1,21.01.15,11,Fahrzeugpanne,Stoerung,Auf der Linie 11 faellt infolge einer Fahrzeugpanne der Kurs um 12:22 Uhr ab Gueterbahnhof Richtung Bern Bahnhof aus. Die naechste Abfahrt erfolgt um 12:25 Uhr.  ,21.01.15 12:21,21.01.15 12:29,Holligen - Neufeld P+R
Fahrzeugpanne,68,Mittwoch,8,verylow,2015,1,21.01.15,11,Fahrzeugpanne,Stoerung,Auf der Linie 11 faellt infolge einer Fahrzeugpanne der Kurs um 12:22 Uhr ab Gueterbahnhof Richtung Bern Bahnhof aus. Die naechste Abfahrt erfolgt um 12:25 Uhr.  ,21.01.15 12:21,21.01.15 12:29,Holligen - Neufeld P+R
Verkehrsueberlastung,69,Mittwoch,82,low,2015,1,21.01.15,20,Verkehrsueberlastung,Stoerung,Auf der Linie 20 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb zu rechnen.,21.01.15 17:19,21.01.15 18:40,Bern Bahnhof - Wankdorf Bahnhof
Verkehrsueberlastung,70,Mittwoch,82,low,2015,1,21.01.15,20,Verkehrsueberlastung,Stoerung,Auf der Linie 20 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb zu rechnen.,21.01.15 17:19,21.01.15 18:40,Bern Bahnhof - Wankdorf Bahnhof
Fahrzeugpanne,71,Freitag,25,verylow,2015,1,23.01.15,7,Fahrzeugpanne,Stoerung,Auf der Linie 7 faellt infolge einer Fahrzeugpanne der Kurs um 06:13 Uhr ab Ostring Richtung Bern Bahnhof aus. Die naechste Abfahrt erfolgt um 06:18 Uhr.  ,23.01.15 06:02,23.01.15 06:26,Bümpliz - Ostring
Fahrzeugpanne,72,Samstag,52,low,2015,1,24.01.15,9,Fahrzeugpanne,Stoerung,Auf der Linie 9 kann infolge einer Fahrzeugpanne die Strecke Bahnhof Wabern nicht bedient werden. Es wird ein Ersatzbetrieb mit Bussen aufgezogen.,24.01.15 08:54,24.01.15 09:46,Wabern - Wankdorf Bahnhof
Fahrzeugpanne,73,Samstag,55,low,2015,1,24.01.15,9,Fahrzeugpanne,Geplante Stoerung,24.01.2015 09:46 Uhr: Auf der Linie 9 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,24.01.15 09:47,24.01.15 10:42,Wabern - Wankdorf Bahnhof
Verkehrsueberlastung,74,Montag,246,medium,2015,1,26.01.15,10,Verkehrsueberlastung,Stoerung,Auf der Linie 10 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb zu rechnen. Dauer: bis 26.01.2015 ca. 19:00 Uhr.,26.01.15 17:27,26.01.15 21:32,Köniz Schliern - Ostermundigen Rüti
Schneefall_Eis,75,Montag,60,low,2015,1,26.01.15,11,Schneefall oder Eis,Stoerung,Auf der Linie 11 ist infolge Glatteis mit Verspaetungen und Kursausfaellen zu rechnen. Dauer: bis 26.01.2015 ca. 19:18 Uhr.,26.01.15 18:18,26.01.15 19:18,Holligen - Neufeld P+R
Schneefall_Eis,76,Montag,60,low,2015,1,26.01.15,11,Schneefall oder Eis,Stoerung,Auf der Linie 11 ist infolge Glatteis mit Verspaetungen und Kursausfaellen zu rechnen. Dauer: bis 26.01.2015 ca. 19:18 Uhr.,26.01.15 18:18,26.01.15 19:18,Holligen - Neufeld P+R
Schneefall_Eis,77,Montag,93,low,2015,1,26.01.15,12,Schneefall oder Eis,Stoerung,Auf der Linie 12 ist infolge Schneefalls mit unregelmaessigem Betrieb zu rechnen.,26.01.15 21:30,26.01.15 23:03,Längasse - Zentrum Paul Klee
Schneefall_Eis,78,Montag,93,low,2015,1,26.01.15,12,Schneefall oder Eis,Stoerung,Auf der Linie 12 ist infolge Schneefalls mit unregelmaessigem Betrieb zu rechnen.,26.01.15 21:30,26.01.15 23:03,Längasse - Zentrum Paul Klee
Fahrzeugpanne,79,Dienstag,20,verylow,2015,1,27.01.15,6,Fahrzeugpanne,Stoerung,Auf den Linien 6 7 und 8 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen.,27.01.15 18:36,27.01.15 18:56,Fischermätteli - Worb Dorf
Fahrzeugpanne,80,Dienstag,20,verylow,2015,1,27.01.15,7,Fahrzeugpanne,Stoerung,Auf den Linien 6 7 und 8 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen.,27.01.15 18:36,27.01.15 18:56,Bümpliz - Ostring
Fahrzeugpanne,81,Dienstag,20,verylow,2015,1,27.01.15,8,Fahrzeugpanne,Stoerung,Auf den Linien 6 7 und 8 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen.,27.01.15 18:36,27.01.15 18:56,Brünnen Westside Bahnhof - Saali
Fahrzeugpanne,82,Mittwoch,49,low,2015,1,28.01.15,6,Fahrzeugpanne,Stoerung,Auf der Linie 6 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen.,28.01.15 07:53,28.01.15 08:42,Fischermätteli - Worb Dorf
Verkehrsueberlastung,83,Mittwoch,20,verylow,2015,1,28.01.15,160,Verkehrsueberlastung,Stoerung,Auf der Linie 160 ist infolge Verkehrueberlastung der Kurs um 17:35 Uhr ab Muensingen Bahnhof Richtung Konolfingen Dorf um ca. 10 Min verspaetet.,28.01.15 17:47,28.01.15 18:07,Konolfingen - Belp
Fahrzeugpanne,84,Mittwoch,18,verylow,2015,1,28.01.15,160,Fahrzeugpanne,Stoerung,Auf der Linie 160 ist infolge einer Fahrzeugpanne der Kurs um 18:24 Uhr ab Muensingen Bahnhof Richtung Bern Flughafen um ca. 10 Min verspaetet.,28.01.15 18:42,28.01.15 19:00,Konolfingen - Belp
Fahrzeugpanne,85,Mittwoch,18,verylow,2015,1,28.01.15,19,Fahrzeugpanne,Stoerung,Auf der Linie 19 faellt infolge einer Fahrzeugpanne der Kurs um 21:39 Uhr ab Elfenau Richtung Blinzern aus. Die naechste Abfahrt erfolgt um 21:54 Uhr.  ,28.01.15 21:37,28.01.15 21:54,Blinzern - Elfenau
Verspaetungen_Allgemein,86,Donnerstag,44,low,2015,1,29.01.15,8,Verspaetungen Allgemein,Stoerung,Die Linie 8 ist wieder durchgehend befahrbar es kommt jedoch weiterhin zu Verspaetungen.,29.01.15 06:31,29.01.15 07:15,Brünnen Westside Bahnhof - Saali
Fahrzeugpanne,87,Donnerstag,51,low,2015,1,29.01.15,7,Fahrzeugpanne,Stoerung,Auf der Linie 7 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen. Dauer: bis 29.01.2015 ca. 07:35 Uhr.,29.01.15 06:44,29.01.15 07:35,Bümpliz - Ostring
Verspaetungen_Allgemein,88,Donnerstag,130,medium,2015,1,29.01.15,7,Verspaetungen Allgemein,Stoerung,Die Linien 7 und 8 sind wieder durchgehend befahrbar es kommt jedoch weiterhin zu Verspaetungen.,29.01.15 06:57,29.01.15 09:06,Bümpliz - Ostring
Verspaetungen_Allgemein,89,Donnerstag,130,medium,2015,1,29.01.15,8,Verspaetungen Allgemein,Stoerung,Die Linien 7 und 8 sind wieder durchgehend befahrbar es kommt jedoch weiterhin zu Verspaetungen.,29.01.15 06:57,29.01.15 09:06,Brünnen Westside Bahnhof - Saali
Verspaetungen_Allgemein,90,Donnerstag,59,low,2015,1,29.01.15,7,Verspaetungen Allgemein,Stoerung,Die Linie 7 ist wieder durchgehend befahrbar es kommt jedoch weiterhin zu Verspaetungen.,29.01.15 06:40,29.01.15 07:39,Bümpliz - Ostring
Verspaetungen_Allgemein,91,Donnerstag,84,low,2015,1,29.01.15,7,Verspaetungen Allgemein,Stoerung,Auf der Linie 7 kommt es weiterhin zu Verspaetungen.,29.01.15 07:43,29.01.15 09:07,Bümpliz - Ostring
Fahrzeugpanne,92,Freitag,52,low,2015,1,30.01.15,3,Fahrzeugpanne,Stoerung,Auf den Linien 3 6 8 und 9 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen.,30.01.15 06:30,30.01.15 07:21,Bern Bahnhof - Weissenbühl
Fahrzeugpanne,93,Freitag,52,low,2015,1,30.01.15,8,Fahrzeugpanne,Stoerung,Auf den Linien 3 6 8 und 9 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen.,30.01.15 06:30,30.01.15 07:21,Brünnen Westside Bahnhof - Saali
Fahrzeugpanne,94,Freitag,52,low,2015,1,30.01.15,9,Fahrzeugpanne,Stoerung,Auf den Linien 3 6 8 und 9 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen.,30.01.15 06:30,30.01.15 07:21,Wabern - Wankdorf Bahnhof
Fahrzeugpanne,95,Freitag,52,low,2015,1,30.01.15,6,Fahrzeugpanne,Stoerung,Auf den Linien 3 6 8 und 9 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen.,30.01.15 06:30,30.01.15 07:21,Fischermätteli - Worb Dorf
Fahrzeugpanne,96,Freitag,110,low,2015,1,30.01.15,6,Fahrzeugpanne,Stoerung,Auf der Linie 6 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen. Fahrgaeste Richtung Fischermaetteli: alternativ koennen Sie die Linie 17 benutzen.,30.01.15 06:30,30.01.15 08:19,Fischermätteli - Worb Dorf
Fahrzeugpanne,97,Freitag,41,low,2015,1,30.01.15,6,Fahrzeugpanne,Stoerung,Auf der Linie 6 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen. Fahrgaeste Richtung Fischermaetteli: alternativ koennen Sie die Linie 17 benutzen.,30.01.15 07:39,30.01.15 08:19,Fischermätteli - Worb Dorf
Schneefall_Eis,98,Sonntag,18,verylow,2015,2,01.02.15,19,Schneefall oder Eis,Geplante Stoerung,01.02.2015 07:26 Uhr: Auf der Linie 19 ist infolge Glatteis die Strecke zwischen Spiegel und Gurten-Gartenstadt unterbrochen. Dauer: ca. 1h.,01.02.15 07:28,01.02.15 07:45,Blinzern - Elfenau
Betriebsstoerung,99,Mittwoch,53,low,2015,2,04.02.15,12,Betriebsstoerung,Geplante Stoerung,04.02.2015 07:44 Uhr: Auf der Linie 12 ist infolge einer Betriebsstoerung mit Verspaetungen zu rechnen. Dauer: unbestimmt.,04.02.15 07:44,04.02.15 08:36,Längasse - Zentrum Paul Klee
Betriebsstoerung,100,Mittwoch,53,low,2015,2,04.02.15,12,Betriebsstoerung,Geplante Stoerung,04.02.2015 07:44 Uhr: Auf der Linie 12 ist infolge einer Betriebsstoerung mit Verspaetungen zu rechnen. Dauer: unbestimmt.,04.02.15 07:44,04.02.15 08:36,Längasse - Zentrum Paul Klee
Verkehrsueberlastung,101,Donnerstag,49,low,2015,2,05.02.15,6,Verkehrsueberlastung,Stoerung,Auf der Linie 6 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb zu rechnen.,05.02.15 18:00,05.02.15 18:49,Fischermätteli - Worb Dorf
Verkehrsunfall,102,Donnerstag,16,verylow,2015,2,05.02.15,9,Verkehrsunfall,Geplante Stoerung,05.02.2015 20:24 Uhr: Auf der Linie 9 ist infolge eines Verkehrsunfalls die Strecke zwischen Guisanplatz Expo und Wankdorf Bahnhof unterbrochen. Dauer: ca. 30 Min.,05.02.15 20:25,05.02.15 20:40,Wabern - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,103,Sonntag,180,medium,2015,2,22.02.15,12,Kundgebung oder Veranstaltung,Stoerung,Auf der Linie 12 ist infolge einer Veranstaltung die Strecke zwischen Rathaus und Zytglogge via Grabenpromenade umgeleitet. Dauer: Bis ca. 08.00 Uhr,22.02.15 05:00,22.02.15 08:00,Längasse - Zentrum Paul Klee
Kundgebung_oder_Veranstaltung,104,Sonntag,180,medium,2015,2,22.02.15,12,Kundgebung oder Veranstaltung,Stoerung,Auf der Linie 12 ist infolge einer Veranstaltung die Strecke zwischen Rathaus und Zytglogge via Grabenpromenade umgeleitet. Dauer: Bis ca. 08.00 Uhr,22.02.15 05:00,22.02.15 08:00,Längasse - Zentrum Paul Klee
Verspaetungen_Allgemein,105,Montag,53,low,2015,2,09.02.15,6,Verspaetungen Allgemein,Stoerung,Die Linien 6 7 und 8 sind wieder durchgehend befahrbar es kommt jedoch weiterhin zu Verspaetungen und Kursausfaellen.,09.02.15 11:49,09.02.15 12:42,Fischermätteli - Worb Dorf
Verspaetungen_Allgemein,106,Montag,53,low,2015,2,09.02.15,7,Verspaetungen Allgemein,Stoerung,Die Linien 6 7 und 8 sind wieder durchgehend befahrbar es kommt jedoch weiterhin zu Verspaetungen und Kursausfaellen.,09.02.15 11:49,09.02.15 12:42,Bümpliz - Ostring
Verspaetungen_Allgemein,107,Montag,53,low,2015,2,09.02.15,8,Verspaetungen Allgemein,Stoerung,Die Linien 6 7 und 8 sind wieder durchgehend befahrbar es kommt jedoch weiterhin zu Verspaetungen und Kursausfaellen.,09.02.15 11:49,09.02.15 12:42,Brünnen Westside Bahnhof - Saali
Verspaetungen_Allgemein,108,Montag,53,low,2015,2,09.02.15,8,Verspaetungen Allgemein,Stoerung,Die Linien 6 7 und 8 sind wieder durchgehend befahrbar es kommt jedoch weiterhin zu Verspaetungen und Kursausfaellen.,09.02.15 11:49,09.02.15 12:42,Brünnen Westside Bahnhof - Saali
Kundgebung_oder_Veranstaltung,109,Samstag,455,medium,2015,2,14.02.15,9,Kundgebung oder Veranstaltung,Stoerung,Die Linie 9 faehrt ab 18:00 Uhr infolge einer Veranstaltung bis/ab Guisanplatz. Die Strecke Guisanplatz - Wankdorfbahnhof wird bis 23:37 Uhr nicht bedient.,14.02.15 16:00,14.02.15 23:35,Wabern - Wankdorf Bahnhof
